audio-processed,label_y,mean_pitch,mean_energy,speech_rate
"[-417.0926818847656, 54.76399230957031, 10.391190528869629, -1.0495787858963013, -11.721034049987793, 5.285557270050049, -16.04707145690918, -9.924788475036621, -14.544194221496582, -13.233869552612305, 0.8214015960693359, -2.58815336227417, -0.5614133477210999, 1.1363354921340942, 2.3825645446777344, 1.907291293144226, -2.522099494934082, -2.0984349250793457, -2.283336877822876, -5.0601396560668945, -12.354482650756836, -0.40886399149894714, -6.851998329162598, 0.6309051513671875, 8.547179222106934, 14.947945594787598, 21.9958438873291, 21.652862548828125, 23.017168045043945, 16.707660675048828, 7.995579719543457, 5.7193379402160645, 4.55061674118042, 5.294911861419678, 3.477576971054077, 7.911504745483398, 2.15340518951416, 3.8304603099823, 8.092470169067383, 0.20702414214611053]",angry,349.4904919517682,0.03969675,36
"[-408.8711242675781, 63.451446533203125, -13.584404945373535, -13.052663803100586, -10.19986343383789, 2.1630897521972656, -20.6330623626709, -5.688426971435547, -14.382871627807617, 0.49204614758491516, -9.745721817016602, 4.901272773742676, 6.266119480133057, -4.89883279800415, 4.835447311401367, 1.6065592765808105, -4.244377613067627, -4.733981132507324, -3.96706223487854, -8.176314353942871, -6.738368034362793, 2.9678027629852295, -4.77780294418335, 8.375004768371582, 16.944252014160156, 22.78424644470215, 27.413040161132812, 23.63608169555664, 15.634065628051758, 8.946948051452637, 2.8929572105407715, 5.867323398590088, 12.116511344909668, 8.176170349121094, -1.3485264778137207, 1.1966884136199951, -2.507535934448242, 4.062820911407471, 9.386879920959473, 2.3842904567718506]",angry,363.4581388576572,0.029262358,38
"[-404.20489501953125, 66.1078872680664, 0.2583279311656952, -10.62076187133789, -17.156370162963867, -0.15371069312095642, -12.638522148132324, -11.745373725891113, -15.461698532104492, -10.44620132446289, 1.9246418476104736, -0.5551782846450806, 3.9173073768615723, 2.0935661792755127, 0.9870098233222961, 4.64589262008667, -0.597037672996521, -5.87955379486084, -2.821693181991577, -6.220160007476807, -11.30838394165039, 0.35835888981819153, -5.129566669464111, 2.750805616378784, 17.573328018188477, 16.637720108032227, 25.372264862060547, 20.923057556152344, 17.80414390563965, 10.438896179199219, 5.535078525543213, 2.869384288787842, 3.284240245819092, 8.776819229125977, 1.8543879985809326, 7.2772722244262695, -0.4106985032558441, 2.813281774520874, 7.830368995666504, 2.8515262603759766]",angry,362.7048260140807,0.046355516,37
"[-413.4404602050781, 62.415855407714844, -2.4864165782928467, -5.971491813659668, -14.266256332397461, 4.1408915519714355, -14.896028518676758, -12.43154239654541, -15.085525512695312, -9.88333511352539, 2.6086909770965576, -0.6098198890686035, 4.390924453735352, 2.322584390640259, 3.7118966579437256, 5.201300621032715, -2.558337450027466, -1.5545170307159424, 1.3375945091247559, -5.578769207000732, -11.96616268157959, 1.3785628080368042, -3.257014036178589, -2.0880813598632812, 9.523205757141113, 11.428767204284668, 15.692342758178711, 15.456795692443848, 19.843671798706055, 14.803519248962402, 15.24704647064209, 10.319031715393066, 8.76473617553711, 8.730814933776855, 2.3102266788482666, 9.606077194213867, 1.6062052249908447, 7.225600242614746, 8.287281036376953, 2.080718994140625]",angry,347.83682345263963,0.03490317,40
"[-417.5848693847656, 49.2254638671875, -1.4809000492095947, -0.08545403927564621, -1.5644609928131104, 3.635251045227051, -18.80422592163086, -3.275731086730957, -16.744937896728516, -7.256031036376953, -7.36819314956665, -0.13076169788837433, -2.2235472202301025, -3.090264320373535, 6.0730743408203125, -0.6355192065238953, 1.6168746948242188, -3.265542507171631, -3.2898125648498535, -5.020550727844238, -8.993444442749023, 3.4334163665771484, 5.7705979347229, 17.199251174926758, 30.46084976196289, 29.121732711791992, 22.938478469848633, 11.725800514221191, 3.463538885116577, -0.6991550922393799, 4.202281475067139, 6.216368675231934, 9.574005126953125, 5.335607528686523, -3.657789707183838, 1.15157949924469, 5.374497413635254, 5.716043949127197, -0.31794169545173645, -4.749175071716309]",angry,387.7028946528265,0.030920364,36
"[-426.8601989746094, 48.41716766357422, 4.166866779327393, 5.672734260559082, -1.6229426860809326, 5.413159370422363, -19.5372314453125, -16.208126068115234, -15.730674743652344, -14.339507102966309, -0.0807839184999466, -1.5790258646011353, -1.6399997472763062, 3.4178175926208496, 2.9161040782928467, 2.575942039489746, -2.584368944168091, -2.0961220264434814, -0.884235680103302, -3.025830030441284, -11.80698013305664, -0.7359324097633362, -4.780407428741455, -3.538893461227417, 3.886547088623047, 9.585192680358887, 20.47593116760254, 25.017656326293945, 30.92496681213379, 21.369457244873047, 12.657132148742676, -0.8945391774177551, -0.6004431247711182, 7.694520473480225, 5.902102470397949, 11.727595329284668, 1.530985951423645, 1.8089560270309448, 5.836974620819092, 2.5784707069396973]",angry,347.0544103918929,0.032271933,35
"[-379.53533935546875, 61.83617401123047, -4.8557939529418945, -8.931666374206543, -0.6165449023246765, 5.155269622802734, -20.26645851135254, -15.773789405822754, -17.309282302856445, -11.560629844665527, -0.7320866584777832, -10.111092567443848, 1.2444703578948975, 2.392669916152954, -0.08992966264486313, 4.259689807891846, -6.035940170288086, -2.241773843765259, -2.8368911743164062, -5.885321140289307, -12.01771068572998, 0.8728926181793213, -6.000317573547363, -0.8623248934745789, 7.265754222869873, 8.102372169494629, 16.74477767944336, 16.455223083496094, 18.47347640991211, 18.399805068969727, 11.860687255859375, 7.446427345275879, 5.267947196960449, 10.046625137329102, 2.5656676292419434, 9.375805854797363, 3.037221908569336, 3.2047040462493896, 5.060285568237305, 1.3272767066955566]",angry,338.2406904853156,0.049181458,40
"[-375.0070495605469, 58.968441009521484, -14.949502944946289, -6.895936965942383, -5.101956844329834, 0.6145612597465515, -25.016271591186523, 0.031234895810484886, -18.923952102661133, -1.8222113847732544, -8.206171989440918, -4.042132377624512, 4.870560646057129, -1.3699395656585693, 6.722613334655762, -0.7331212759017944, -1.2197293043136597, -0.6219903230667114, -0.9145184755325317, -10.36532974243164, -12.698165893554688, -0.9340155124664307, -2.7151896953582764, 4.584636211395264, 19.52604103088379, 27.306001663208008, 30.8057861328125, 22.136417388916016, 15.657753944396973, 5.458566665649414, 3.014963150024414, 6.748205661773682, 7.239090919494629, 8.196694374084473, -0.4795089662075043, 2.6928980350494385, 2.1466002464294434, 4.057255268096924, 2.9267385005950928, -1.6416692733764648]",angry,373.0231230242807,0.040399294,34
"[-383.17205810546875, 61.28876876831055, -12.446917533874512, -12.702921867370605, -9.955606460571289, -1.4608567953109741, -26.05072784423828, -4.733509540557861, -17.670467376708984, -3.493502140045166, -4.965371131896973, -2.7741291522979736, 3.49312686920166, -1.3907541036605835, 3.5054500102996826, 0.6668933033943176, 1.2834692001342773, -4.735810279846191, -6.8670735359191895, -11.528199195861816, -10.864557266235352, 6.464216709136963, 7.828691005706787, 21.694704055786133, 33.89316940307617, 35.77424240112305, 29.88796043395996, 10.098909378051758, 2.5210535526275635, 0.9896199107170105, 3.808896064758301, 9.881448745727539, 5.694473743438721, 1.3541876077651978, -5.483432292938232, -0.059330154210329056, 1.8697030544281006, 4.333439350128174, -0.5488587617874146, -8.260308265686035]",angry,392.43661466018347,0.045706008,34
"[-435.55194091796875, 52.55777359008789, -10.590981483459473, -6.193698883056641, -9.986404418945312, 3.986509084701538, -13.313183784484863, -1.8014848232269287, -12.21220874786377, -1.4794214963912964, -9.500158309936523, 1.7542906999588013, 4.544436931610107, -1.353762149810791, 6.811191558837891, 1.2700308561325073, -0.15723352134227753, -2.445478916168213, -2.8697171211242676, -10.970306396484375, -6.763863563537598, 4.659109115600586, 4.774868965148926, 15.1083345413208, 23.060359954833984, 27.543659210205078, 25.210968017578125, 17.408775329589844, 11.785490989685059, 5.215812683105469, 7.99746036529541, 7.825160026550293, 9.057525634765625, 4.2550482749938965, -1.3403992652893066, 2.2885243892669678, 1.5520120859146118, 1.4145617485046387, 3.10125470161438, -0.09748493880033493]",angry,384.73744806023313,0.025260834,31
"[-408.0379638671875, 42.98293685913086, -2.68296217918396, -3.7499330043792725, -7.3702826499938965, 7.925344467163086, -21.440622329711914, -16.160558700561523, -14.770292282104492, -11.3861083984375, 3.90274977684021, -0.5888493061065674, 3.6325862407684326, 4.074931621551514, -1.1430193185806274, 0.8848025798797607, -0.7856056690216064, -1.7766172885894775, -0.9946874976158142, -3.149820566177368, -12.061686515808105, -0.11097609996795654, -5.722707748413086, -4.919368267059326, 8.772297859191895, 11.83617877960205, 18.026954650878906, 24.386693954467773, 24.696287155151367, 16.41770362854004, 12.558431625366211, 3.5306708812713623, 5.181260108947754, 12.172198295593262, 4.912482738494873, 8.927817344665527, 0.3967995047569275, 3.1765010356903076, 6.994330406188965, -0.08102086931467056]",angry,339.0047933767628,0.038714267,37
"[-390.8836669921875, 68.69015502929688, -4.712934970855713, -18.306407928466797, -16.770729064941406, 3.2249464988708496, -20.892776489257812, -18.019563674926758, -14.472445487976074, -10.674537658691406, 0.4828999638557434, -2.1998207569122314, 0.7912144064903259, -0.2560373544692993, 0.08225075155496597, 2.095287799835205, -3.5828535556793213, -3.447614908218384, -1.7638250589370728, -9.116495132446289, -12.69849681854248, -0.48792895674705505, -7.851104259490967, 2.1422500610351562, 15.425623893737793, 19.184492111206055, 28.488697052001953, 22.705129623413086, 18.19285774230957, 11.786964416503906, 6.454615592956543, 3.276129722595215, 4.920633792877197, 10.631187438964844, 2.989470958709717, 6.915256023406982, 0.29205653071403503, 3.2821128368377686, 6.2732086181640625, 0.37950724363327026]",angry,354.51891752850634,0.04298224,41
"[-435.7955322265625, 46.30122756958008, -10.662004470825195, -3.0677988529205322, -8.24377727508545, 2.1861133575439453, -19.19124984741211, -0.15085414052009583, -12.65659236907959, -0.832524299621582, -9.983482360839844, 1.8665943145751953, 7.546395778656006, 2.3490378856658936, 7.1445746421813965, -1.8112337589263916, -3.2444450855255127, -3.116694211959839, -5.203587055206299, -8.0680513381958, -4.876125812530518, 7.353940963745117, 2.1074180603027344, 7.6148295402526855, 14.982912063598633, 24.751346588134766, 28.64131736755371, 25.863483428955078, 16.207763671875, 7.264082431793213, 2.9402472972869873, 4.426676273345947, 11.538290023803711, 9.670195579528809, 1.0532410144805908, -2.3220086097717285, -6.387548446655273, -1.4836552143096924, 10.032465934753418, 0.8813948035240173]",angry,376.1383814097618,0.02234792,30
"[-397.9470520019531, 63.052490234375, -4.196082592010498, -6.303654193878174, -0.06371331959962845, 20.634138107299805, -22.829633712768555, -26.035385131835938, -19.732357025146484, -9.830462455749512, -2.304828643798828, -6.161407470703125, 2.355443000793457, 2.7575180530548096, -2.5077340602874756, -0.9476041793823242, -7.120409965515137, -4.3620686531066895, -3.362894296646118, -6.547556400299072, -9.017707824707031, 0.06530272960662842, -4.807979583740234, -4.325950622558594, 3.4814586639404297, 8.278395652770996, 16.660526275634766, 21.949880599975586, 25.49141502380371, 16.819576263427734, 15.000264167785645, 6.110805988311768, 4.416625022888184, 12.634414672851562, 3.85298752784729, 9.968196868896484, 1.0632517337799072, 3.769172191619873, 7.734804630279541, 1.8789740800857544]",angry,329.2118070633285,0.045437247,40
"[-385.10577392578125, 43.59280776977539, -8.111151695251465, -1.6325607299804688, -6.667779922485352, -0.7989087104797363, -25.69378089904785, -0.9167577624320984, -8.497077941894531, -3.54353404045105, -4.599647045135498, -2.024329662322998, -5.710313320159912, 0.24428439140319824, 3.6356513500213623, -5.362725257873535, 2.0326263904571533, -4.431941032409668, -0.21573416888713837, -11.424715995788574, -9.51984977722168, 4.969449043273926, 6.5663628578186035, 14.398439407348633, 29.01089096069336, 27.182401657104492, 18.3656063079834, 12.251832008361816, 4.618638515472412, 0.16711722314357758, 7.0215864181518555, 9.5154447555542, 6.701254844665527, 4.808228969573975, 0.11478745937347412, 1.7824368476867676, 3.2373266220092773, 3.2567379474639893, 0.7095212340354919, -2.1800878047943115]",angry,387.6636408203536,0.033410303,35
"[-415.8985290527344, 51.330833435058594, -6.728328227996826, -2.6969292163848877, -13.203338623046875, 6.405885696411133, -17.33995246887207, -4.869312286376953, -10.8225679397583, -6.703608989715576, -9.052996635437012, 3.7573959827423096, -2.082794666290283, -4.8325982093811035, -0.4552694857120514, -2.2777233123779297, -1.1508100032806396, -7.2071919441223145, -7.5477986335754395, -11.451465606689453, -5.351916790008545, 4.842487335205078, 6.461926460266113, 16.17498207092285, 26.25937271118164, 23.642169952392578, 19.375038146972656, 15.013956069946289, 7.967202663421631, 3.8074069023132324, 9.96953010559082, 10.12641716003418, 11.542744636535645, 5.115287780761719, -0.9820948243141174, 4.0029191970825195, 1.724250316619873, -1.4988549947738647, 3.2049779891967773, -1.59003746509552]",angry,363.26059274339633,0.029455561,36
"[-416.99554443359375, 45.68599319458008, 1.6831462383270264, 1.8347764015197754, 1.1207075119018555, 3.9574451446533203, -15.153919219970703, -15.286531448364258, -13.162530899047852, -11.804428100585938, -1.1620765924453735, -0.9826840758323669, 0.6375449299812317, -0.3172151744365692, -0.023741232231259346, 6.036518096923828, -1.9798885583877563, -1.407407283782959, -3.716218948364258, -3.5337910652160645, -9.582053184509277, -1.2680082321166992, -3.2342026233673096, 4.868706226348877, 15.402046203613281, 17.4604434967041, 27.679744720458984, 21.504745483398438, 15.184600830078125, 8.976370811462402, 4.9525227546691895, 0.3916226327419281, 5.635993480682373, 9.238356590270996, 4.846114635467529, 7.252193450927734, 1.7544549703598022, 2.9223814010620117, 8.555935859680176, 3.8270792961120605]",angry,355.7636470831094,0.0354718,35
"[-486.61041259765625, 90.02397918701172, 13.257611274719238, -4.346436977386475, 11.698466300964355, 7.128137111663818, -6.389262676239014, 1.9442474842071533, -13.579485893249512, -0.3728039562702179, -5.090566158294678, -3.479996681213379, 3.4800596237182617, -0.8311846852302551, -0.2840636968612671, 3.511457920074463, -4.997739791870117, -0.5338227152824402, 1.437382459640503, -1.4682713747024536, 2.584493637084961, 0.01944960094988346, -2.9083826541900635, -0.9016873836517334, -1.174439787864685, -0.02428314834833145, 4.452287197113037, 0.9292899966239929, 4.173089981079102, 2.1084177494049072, 2.9318666458129883, 1.8462094068527222, 1.3794914484024048, 2.2541091442108154, 4.34672212600708, 4.938395023345947, 4.181653022766113, 4.294465065002441, 3.11124324798584, 5.612829208374023]",disgust,250.1437924693944,0.01096694,26
"[-462.25726318359375, 87.14912414550781, 21.820144653320312, -10.456254959106445, 4.845442295074463, 5.760008811950684, -7.015423774719238, 4.929808616638184, -12.98282241821289, 0.7758342027664185, -3.450078248977661, -0.6558926105499268, 3.1128106117248535, 2.374711275100708, 0.9918915629386902, -1.5365009307861328, 0.4004344046115875, -2.1834464073181152, 3.145052909851074, -0.804448664188385, -4.144741535186768, 0.6238415837287903, -2.5763485431671143, -0.8561367988586426, -0.19017675518989563, -1.2500046491622925, 4.938724994659424, 2.003286361694336, 5.675848007202148, 1.7127976417541504, 3.4279122352600098, 1.248292326927185, 4.542053699493408, 1.4610978364944458, 2.279374122619629, 3.6985278129577637, 2.757147789001465, 4.716804504394531, 4.967130184173584, 5.435589790344238]",disgust,256.5126357779942,0.014100235,36
"[-463.9283142089844, 60.45341110229492, 26.28997039794922, 11.10183048248291, 16.335769653320312, 11.05634593963623, -10.971990585327148, 0.8285464644432068, -10.689146041870117, -6.2182207107543945, -7.8954758644104, -2.447535276412964, 1.4414318799972534, 1.607102870941162, 0.38275596499443054, 1.5191116333007812, -2.4006221294403076, 1.87750244140625, -0.6064943075180054, -1.915844440460205, 1.457024097442627, -1.3218574523925781, -2.9462029933929443, -0.2307242751121521, -2.1940126419067383, -1.8513455390930176, 2.048764944076538, -0.22871316969394684, 3.830974817276001, -2.5985207557678223, 1.1286810636520386, 0.5464289784431458, 0.09853515774011612, 0.040999189019203186, 2.2359488010406494, 1.9815171957015991, 4.432574272155762, 4.7057576179504395, 7.516892433166504, 7.656981468200684]",disgust,246.1703786341075,0.014198222,40
"[-452.13092041015625, 86.35749816894531, 6.440535068511963, -9.848677635192871, 12.020496368408203, 11.725770950317383, -12.523409843444824, 4.333654403686523, -10.170458793640137, 2.359792947769165, -3.014066696166992, -1.85054349899292, 1.0558416843414307, -0.5663087964057922, 2.8943519592285156, 2.9602854251861572, -0.8847715258598328, -3.0539677143096924, 3.878002643585205, -4.163741111755371, -1.8789665699005127, 0.8212002515792847, -5.043389797210693, -0.4491862654685974, -0.7302865982055664, -1.362052083015442, 5.420648574829102, -0.7529605031013489, 3.7771353721618652, 1.0937397480010986, 1.8491559028625488, 1.5868635177612305, 2.704645872116089, 1.7085868120193481, 3.8280341625213623, 2.7747080326080322, 4.901418209075928, 5.714487075805664, 4.610775470733643, 6.08872127532959]",disgust,254.28287588697737,0.016099257,50
"[-452.8723449707031, 71.29766082763672, 34.84822463989258, 19.193790435791016, 16.215965270996094, 8.13675594329834, -5.256028175354004, 5.23856258392334, -9.772698402404785, -12.567511558532715, -8.342912673950195, -9.190823554992676, -1.4541255235671997, -2.6964404582977295, -3.187683343887329, -1.4963504076004028, -6.947760581970215, -0.4865451455116272, 0.13161756098270416, -3.81095552444458, -0.7954627275466919, -1.0527212619781494, -4.2575154304504395, -1.45969557762146, -4.165187358856201, 1.7785091400146484, 4.243879318237305, 0.586285412311554, 5.150376319885254, -1.436715841293335, 1.8958847522735596, 0.5061727166175842, 0.7350395321846008, 1.5835260152816772, 1.5922911167144775, 3.134373903274536, 5.793810844421387, 4.4351420402526855, 9.67756462097168, 10.336918830871582]",disgust,252.17534812443083,0.021222748,52
"[-432.8240051269531, 67.16822814941406, 20.720367431640625, 8.67232608795166, 18.58661460876465, 4.818877696990967, -14.67471981048584, 1.245673418045044, -12.08432388305664, -5.866572380065918, -8.609515190124512, -4.988861560821533, 2.392242670059204, 2.8387389183044434, -2.0157032012939453, 0.5690686702728271, -2.5989816188812256, -0.12594299018383026, 0.18265728652477264, -3.3082122802734375, -2.9475574493408203, -2.151886224746704, -5.705351829528809, -2.760491371154785, -1.609724760055542, -3.84354305267334, 0.46981486678123474, -0.4542861878871918, 2.267246723175049, -1.1454097032546997, 1.7622874975204468, 2.422694683074951, 2.8339786529541016, 1.6364582777023315, 4.241730690002441, 4.9619550704956055, 5.723840236663818, 7.535394191741943, 8.05318832397461, 9.658954620361328]",disgust,252.5605607649292,0.020903338,51
"[-476.7776184082031, 69.11270141601562, 23.773881912231445, 10.899933815002441, 12.289107322692871, 13.672845840454102, -10.512383460998535, 6.566964626312256, -12.99782943725586, -2.873906373977661, -6.536710739135742, -3.2012345790863037, -1.280022382736206, -0.18664295971393585, 1.732295274734497, 0.5431598424911499, -3.7320563793182373, -0.5977663993835449, 3.249513626098633, -2.905827283859253, -2.121500015258789, 0.30625495314598083, -3.055725336074829, -0.6048005223274231, -2.3795859813690186, -0.012710907496511936, 0.41550126671791077, -0.05880516394972801, 2.486809492111206, -0.9385143518447876, 2.0410451889038086, 1.2287111282348633, 2.6020686626434326, 0.3609481751918793, 3.6539032459259033, 2.731971025466919, 5.273070335388184, 7.3458428382873535, 7.771664142608643, 9.675198554992676]",disgust,256.1482996570788,0.0171933,42
"[-463.27880859375, 88.65402221679688, 35.91530227661133, 9.41576862335205, 1.5668835639953613, 2.0940654277801514, -9.348535537719727, 0.6236088871955872, -11.66050910949707, -6.551943302154541, -4.276395797729492, -6.403656005859375, -1.108336329460144, -0.961126983165741, -1.5322668552398682, -2.715897798538208, -5.071572780609131, -0.4739822447299957, 2.2970619201660156, -4.427590847015381, -1.0034492015838623, -0.45657533407211304, -7.562065124511719, 0.9893333911895752, -0.9519110918045044, 1.6097774505615234, 3.1605873107910156, -0.016915807500481606, 3.0279507637023926, 1.4915138483047485, 2.0091195106506348, 3.135436773300171, 2.683391571044922, 1.6414539813995361, 0.6932199001312256, 2.773054599761963, 2.477216958999634, 2.0610694885253906, 6.346445560455322, 5.161005973815918]",disgust,255.87120076959,0.022083987,47
"[-482.9316711425781, 95.5354232788086, 43.74818420410156, 4.4662184715271, 1.1660537719726562, 2.4790542125701904, -14.597413063049316, 6.766308307647705, -19.858020782470703, -5.096327304840088, -3.413991928100586, -6.881442546844482, -3.442331314086914, -0.2143861949443817, -1.0110194683074951, -2.5665011405944824, -3.7690625190734863, -1.7472729682922363, -2.3058433532714844, -2.02860426902771, -1.6853375434875488, 0.27114206552505493, -6.594386100769043, 1.2208201885223389, 0.019195709377527237, -0.6416372060775757, 3.661083698272705, -0.41329440474510193, 3.044802188873291, 0.9704683423042297, 4.371912956237793, 2.1755728721618652, 2.6516599655151367, 2.6100575923919678, 1.48923921585083, 2.8549671173095703, 0.7809087038040161, 3.13305926322937, 7.898752689361572, 7.382374286651611]",disgust,259.00382678666364,0.017262924,41
"[-463.02685546875, 82.41706085205078, 24.937999725341797, 5.642109394073486, 1.4825977087020874, 10.911410331726074, -8.648756980895996, 5.671199321746826, -16.548967361450195, -1.588363766670227, -9.86440658569336, -3.2317426204681396, 2.599668025970459, -3.4182567596435547, 5.893873691558838, -2.510449171066284, -3.65138840675354, -1.106968879699707, 3.138207197189331, -3.765838861465454, -2.3455636501312256, -0.28852492570877075, -6.130774021148682, -1.082443356513977, -2.4683666229248047, 0.5566298365592957, 2.637406826019287, 1.5147180557250977, 4.926292419433594, 2.4777536392211914, 4.789821624755859, 3.0329415798187256, 6.040928363800049, 2.670537233352661, 0.6043329238891602, 1.1219581365585327, 3.2611355781555176, 6.712077617645264, 11.36920166015625, 13.677885055541992]",disgust,356.563749582147,0.019073177,48
"[-464.9196472167969, 92.37049102783203, 20.411375045776367, 4.187804222106934, -1.7966409921646118, 11.031919479370117, -9.099024772644043, 10.654853820800781, -14.73131275177002, 2.0528390407562256, -7.330914497375488, -3.3199167251586914, -0.9207677841186523, -3.9395945072174072, 3.772254467010498, -1.0035556554794312, -1.3474879264831543, -3.2257614135742188, 7.074146270751953, -4.279285430908203, -2.9219741821289062, 1.164379596710205, -4.840303421020508, -3.306894063949585, -1.037472128868103, -1.987198829650879, -0.5706257820129395, -0.7885962724685669, 1.2472546100616455, -1.1330657005310059, -0.2785024344921112, -0.7128015756607056, 1.7529855966567993, 0.6653534173965454, 2.607416868209839, 5.221730709075928, 7.469119548797607, 7.951303958892822, 9.516125679016113, 8.755781173706055]",disgust,236.87319187065992,0.018389141,52
"[-463.08843994140625, 104.9825668334961, 35.81087112426758, -5.829582214355469, 3.4748995304107666, 20.16274070739746, -6.596435070037842, -4.571529388427734, -13.99664306640625, -6.789738655090332, -5.80440616607666, -8.462895393371582, -4.170330047607422, -0.21313485503196716, -1.9412989616394043, -1.0223546028137207, -6.260780334472656, -1.53337562084198, 2.2055118083953857, -3.195863723754883, -1.0138050317764282, 1.1730583906173706, -8.348700523376465, -1.1316099166870117, -2.191772222518921, -2.4782965183258057, 2.8256797790527344, -1.8124659061431885, 3.3676679134368896, -0.8900197148323059, 1.1509052515029907, 0.0733170285820961, 0.773661732673645, 0.8524302840232849, 2.4445033073425293, 2.3795156478881836, 4.083785057067871, 3.2616398334503174, 9.672491073608398, 11.256878852844238]",disgust,247.4892937457691,0.021159947,57
"[-464.094482421875, 80.70626831054688, 15.669575691223145, -4.852662563323975, 10.779064178466797, 9.213493347167969, -11.96300983428955, 2.4850869178771973, -7.5821661949157715, -1.029460072517395, -2.9005374908447266, -2.2861971855163574, -0.5976707935333252, 3.504777431488037, -1.3799664974212646, 2.767655611038208, -2.281156063079834, 1.2183897495269775, 3.7622432708740234, -3.0677249431610107, -0.20637671649456024, 0.10123114287853241, -2.9981722831726074, -0.7389874458312988, -1.1345362663269043, 0.5749419331550598, 3.8840837478637695, -0.024247687309980392, 1.6506574153900146, -0.18028117716312408, 1.2653424739837646, 1.3224623203277588, 3.6902058124542236, 2.117480993270874, 2.009242534637451, 3.342604637145996, 5.163566589355469, 6.133484363555908, 7.926850318908691, 10.611784934997559]",disgust,220.98782668964205,0.015617618,46
"[-479.1013488769531, 81.98636627197266, 26.93248176574707, 1.6041388511657715, -4.7093095779418945, 2.8199872970581055, -8.098979949951172, 7.788034439086914, -16.594270706176758, -1.1214962005615234, -3.1288278102874756, -4.778464317321777, -1.034498929977417, 4.063292503356934, -1.8778584003448486, -0.7121519446372986, -1.2733583450317383, -1.9178979396820068, 2.900355100631714, -3.843064546585083, -1.5478605031967163, 1.934798240661621, -5.303372383117676, 0.5769984126091003, -0.29123666882514954, 0.4369395971298218, 4.911060810089111, 3.772048234939575, 4.865175724029541, 0.8773239254951477, 3.9854342937469482, 1.5470895767211914, 2.679922342300415, 3.4542477130889893, 4.30828857421875, 4.194972515106201, 3.5361790657043457, 5.775116920471191, 6.2296648025512695, 6.92692232131958]",disgust,266.15203498722656,0.013190134,44
"[-467.6392822265625, 67.93766021728516, 20.028051376342773, 7.7682600021362305, 16.631315231323242, 7.069197177886963, -15.950332641601562, 8.6823091506958, -12.73054313659668, -9.173553466796875, -4.813780784606934, -6.352855682373047, 2.656404733657837, 2.6545674800872803, -2.4526054859161377, 1.7269890308380127, -1.608841061592102, -1.6565223932266235, -1.1949588060379028, -0.5312310457229614, 0.1789272278547287, -0.4655328094959259, -1.9158226251602173, 1.0509324073791504, -4.1320648193359375, 0.7238667607307434, 5.170107841491699, -1.3145545721054077, 5.783641338348389, 1.761762261390686, 3.0559868812561035, 2.3440146446228027, 2.9408621788024902, 2.0167925357818604, 6.032843112945557, 6.384964942932129, 6.254739761352539, 9.121549606323242, 8.032160758972168, 7.465489387512207]",disgust,272.82064070924974,0.012666586,37
"[-427.5810546875, 85.4740219116211, 18.619457244873047, -10.890266418457031, 1.0179346799850464, 6.338485240936279, -7.160107612609863, 1.5194387435913086, -11.726799011230469, 0.6645071506500244, -5.857119560241699, 1.1092302799224854, 0.6722354292869568, -2.425711154937744, 1.6928433179855347, 2.2259440422058105, -1.3579448461532593, -1.7084064483642578, 4.550471305847168, -4.855843544006348, -1.1272090673446655, 2.4642069339752197, -2.955232620239258, -2.298762798309326, -1.8137969970703125, 0.5364367365837097, 0.20806929469108582, -0.3224124610424042, 1.968218445777893, -2.733189582824707, 3.0023441314697266, 0.45186689496040344, 4.415558338165283, 4.025484561920166, 3.5744330883026123, 6.634862422943115, 6.652544975280762, 10.065478324890137, 6.830802917480469, 9.237672805786133]",disgust,250.8208138497979,0.019740287,56
"[-474.89691162109375, 62.504878997802734, 17.590896606445312, 11.252147674560547, 16.018980026245117, 6.347233772277832, -14.108649253845215, 6.353004455566406, -11.056421279907227, -6.265746116638184, -7.154781341552734, -3.9435176849365234, 2.0919671058654785, 2.3970417976379395, 1.4200571775436401, 2.521531820297241, -2.548654556274414, 0.5201658010482788, -0.5133697986602783, -2.441291570663452, 3.4786808490753174, 0.14690221846103668, -1.9064836502075195, 0.7196221351623535, -2.619633674621582, 0.025098754093050957, 5.660741329193115, -2.005520820617676, 5.437768936157227, -0.26902320981025696, 2.117452383041382, 3.2002527713775635, 2.5062344074249268, 1.5648270845413208, 5.0010809898376465, 3.6832897663116455, 6.562492370605469, 7.636800765991211, 6.635471343994141, 7.360962390899658]",disgust,248.17059413656628,0.011847941,31
"[-457.3391418457031, 73.38473510742188, 12.362992286682129, 1.0289146900177002, 10.70627212524414, 9.768767356872559, -17.130855560302734, -1.092284083366394, -16.395706176757812, 4.5500617027282715, -9.560096740722656, -4.796630382537842, 4.226849555969238, 0.41603410243988037, 3.685432195663452, -2.845121383666992, 0.9597616195678711, -1.217404842376709, 5.095212459564209, -5.626105308532715, -2.3761346340179443, 1.6075327396392822, -6.2562103271484375, -1.410826325416565, -0.8553245663642883, -1.1421175003051758, 0.9580022096633911, 0.9589020013809204, 5.200491428375244, 1.4728801250457764, 5.915102005004883, 5.151749610900879, 7.5913591384887695, 4.355156421661377, 7.497354984283447, 5.8263421058654785, 6.828075885772705, 7.171780586242676, 8.621091842651367, 8.889906883239746]",disgust,274.06570907272703,0.013101913,41
