,speech,label
1855,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_hall_fear.wav,fear
1856,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_hash_fear.wav,fear
1857,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_hate_fear.wav,fear
1858,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_have_fear.wav,fear
1859,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_haze_fear.wav,fear
1860,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_hire_fear.wav,fear
1861,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_hit_fear.wav,fear
1862,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_hole_fear.wav,fear
1863,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_home_fear.wav,fear
1864,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_hurl_fear.wav,fear
1865,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_hush_fear.wav,fear
1866,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_jail_fear.wav,fear
1867,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_jar_fear.wav,fear
1868,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_join_fear.wav,fear
1869,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_judge_fear.wav,fear
1870,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_jug_fear.wav,fear
1871,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_juice_fear.wav,fear
1872,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_keen_fear.wav,fear
1873,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_keep_fear.wav,fear
1874,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_keg_fear.wav,fear
1875,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_kick_fear.wav,fear
1876,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_kill_fear.wav,fear
1877,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_king_fear.wav,fear
1878,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_kite_fear.wav,fear
1879,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_knock_fear.wav,fear
1880,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_late_fear.wav,fear
1881,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_laud_fear.wav,fear
1882,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_lean_fear.wav,fear
1883,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_learn_fear.wav,fear
1884,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_lease_fear.wav,fear
1885,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_lid_fear.wav,fear
1886,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_life_fear.wav,fear
1887,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_limb_fear.wav,fear
1888,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_live_fear.wav,fear
1889,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_loaf_fear.wav,fear
1890,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_long_fear.wav,fear
1891,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_lore_fear.wav,fear
1892,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_lose_fear.wav,fear
1893,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_lot_fear.wav,fear
1894,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_love_fear.wav,fear
1895,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_luck_fear.wav,fear
1896,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_make_fear.wav,fear
1897,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_match_fear.wav,fear
1898,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_merge_fear.wav,fear
1899,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_mess_fear.wav,fear
1900,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_met_fear.wav,fear
1901,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_mill_fear.wav,fear
1902,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_mob_fear.wav,fear
1903,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_mode_fear.wav,fear
1904,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_mood_fear.wav,fear
1905,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_moon_fear.wav,fear
1906,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_mop_fear.wav,fear
1907,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_mouse_fear.wav,fear
1908,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_nag_fear.wav,fear
1909,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_name_fear.wav,fear
1910,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_near_fear.wav,fear
1911,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_neat_fear.wav,fear
1912,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_nice_fear.wav,fear
1913,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_note_fear.wav,fear
1914,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_numb_fear.wav,fear
1915,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_pad_fear.wav,fear
1916,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_page_fear.wav,fear
1917,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_pain_fear.wav,fear
1918,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_pass_fear.wav,fear
1919,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_pearl_fear.wav,fear
1920,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_peg_fear.wav,fear
1921,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_perch_fear.wav,fear
1922,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_phone_fear.wav,fear
1923,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_pick_fear.wav,fear
1924,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_pike_fear.wav,fear
1925,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_pole_fear.wav,fear
1926,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_pool_fear.wav,fear
1927,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_puff_fear.wav,fear
1928,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_rag_fear.wav,fear
1929,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_raid_fear.wav,fear
1930,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_rain_fear.wav,fear
1931,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_raise_fear.wav,fear
1932,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_rat_fear.wav,fear
1933,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_reach_fear.wav,fear
1934,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_read_fear.wav,fear
1935,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_red_fear.wav,fear
1936,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_ring_fear.wav,fear
1937,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_ripe_fear.wav,fear
1938,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_road_fear.wav,fear
1939,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_room_fear.wav,fear
1940,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_rose_fear.wav,fear
1941,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_rot_fear.wav,fear
1942,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_rough_fear.wav,fear
1943,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_rush_fear.wav,fear
1944,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_said_fear.wav,fear
1945,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_sail_fear.wav,fear
1946,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_search_fear.wav,fear
1947,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_seize_fear.wav,fear
1948,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_sell_fear.wav,fear
1949,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_shack_fear.wav,fear
1950,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_shall_fear.wav,fear
1951,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_shawl_fear.wav,fear
1952,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_sheep_fear.wav,fear
1953,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_shirt_fear.wav,fear
1954,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_should_fear.wav,fear
1955,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_shout_fear.wav,fear
1956,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_size_fear.wav,fear
1957,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_soap_fear.wav,fear
1958,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_soup_fear.wav,fear
1959,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_sour_fear.wav,fear
1960,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_south_fear.wav,fear
1961,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_sub_fear.wav,fear
1962,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_such_fear.wav,fear
1963,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_sure_fear.wav,fear
1964,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_take_fear.wav,fear
1965,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_talk_fear.wav,fear
1966,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_tape_fear.wav,fear
1967,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_team_fear.wav,fear
1968,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_tell_fear.wav,fear
1969,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_thin_fear.wav,fear
1970,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_third_fear.wav,fear
1971,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_thought_fear.wav,fear
1972,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_thumb_fear.wav,fear
1973,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_time_fear.wav,fear
1974,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_tip_fear.wav,fear
1975,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_tire_fear.wav,fear
1976,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_ton_fear.wav,fear
1977,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_tool_fear.wav,fear
1978,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\TESS Toronto emotional speech set data\OAF_Fear\OAF_tough_fear.wav,fear
